_type,Stream Name,ProviderCodes,Ratings,NtworkId,Stream_Id,udbServiceId,CC Status,SAP Status,Live_Stream_URL,Playback_URL
TVE/Linear/Stream,BBC America,gm,TVY,39,5966606895194073163,MH0000060712,True,False,http://xfinitytv.comcast.net/live/network/bbcamerica,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/BBCAM_HD_TVE_18399_0_5966606895194073163/index.m3u8
TVE/Linear/Stream,AMC,ds,TVMA,30,8974454971835216163,MH0000060706,True,False,http://xfinitytv.comcast.net/live/network/amc,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/AMCHD_HD_TVE_16414_0_8974454971835216163/index.m3u8
TVE/Linear/Stream,TBS,cf,TVMA,19,7062422138357055163,MSTR7062422138357055,True,True,http://xfinitytv.comcast.net/live/network/tbs,http://dai.cimcontent.net/TVE/HLS/TBSHD_HD_TVE_12817_0_7062422138357055163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR7062422138357055&DeviceId=x
TVE/Linear/Stream,Comedy Central,bn,TVMA,5273813616540653123,8116541833579774163,MH0000060706,True,True,http://xfinitytv.comcast.net/live/network/comedycentral,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/CMDYD_HD_TVE_17354_0_8116541833579774163/index.m3u8
TVE/Linear/Stream,IFC,dv,TVMA,98,6443985508637575163,MH0000060794,True,False,http://xfinitytv.comcast.net/live/network/ifc,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/IFCHD_HD_TVE_16412_0_6443985508637575163/index.m3u8
TVE/Linear/Stream,Investigation Discovery,gq,TVPG,433,5074908009763240163,MH0000060745,True,False,http://xfinitytv.comcast.net/live/network/investigationdiscovery,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/IDHD_HD_TVE_18662_0_5074908009763240163/index.m3u8
TVE/Linear/Stream,TruTV,ci,TVMA,10,5664101104938653163,MSTR5664101104938653,True,False,http://xfinitytv.comcast.net/live/network/trutv,http://dai.cimcontent.net/TVE/HLS/TRTVD_HD_TVE_18411_0_5664101104938653163/index.m3u8?vservv=live&ProviderId=xfinitytv.com&AssetId=MSTR5664101104938653&DeviceId=x
TVE/Linear/Stream,Velocity,kd,TV14,269,5324676407499264163,MH0000060706,True,False,http://xfinitytv.comcast.net/live/network/velocity,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/VELOC_HD_TVE_10935_0_5324676407499264163/index.m3u8
TVE/Linear/Stream,Discovery,gr,TV14,9085908627486312123,4979533216622876163,MH0000060706,True,True,http://xfinitytv.comcast.net/live/network/discovery,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/DSCHD_HD_TVE_16122_0_4979533216622876163/index.m3u8
TVE/Linear/Stream,Science Channel,ha,TVPG,7467478276635042123,7084089514599601163,MH0000060706,True,False,http://xfinitytv.comcast.net/live/network/science,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/SCIHD_HD_TVE_16121_0_7084089514599601163/index.m3u8
TVE/Linear/Stream,Animal Planet,gl,TVMA,7355475582590843123,5424775249173481163,MH0000060706,True,False,http://xfinitytv.comcast.net/live/network/animalplanet,http://ccr.cim-linear-hls.top.comcast.net/TVE/HLS/APHD_HD_TVE_16120_0_5424775249173481163/index.m3u8
TVE/Linear/Stream,Nat Geo,n,TVPG,89,4950279909044935163,MH0000050501,True,True,http://xfinitytv.comcast.net/live/network/natgeo,http://ccr.cim-linear-hds.top.comcast.net/TVE/HLS/NGCHD_HD_TVE_13745_0_4950279909044935163/index.m3u8
